Label,URL,brand,name,price,rating,description,skin_type,skincare_concerns,ingredients,likes,normal,oily,combination,dry,sensitive,dryness,wrinkles,oiliness,dullness,dark_spots,pores,redness,acne,uneven_skin_tone,sallowness,class_specified,image_url
Cleanser,https://www.sephora.com/product/poly-hydroxide-acid-toner-P450262?icid2=products%20grid:p450262,THE INKEY LIST,Polyhydroxy Acid (PHA) Gentle Exfoliating Toner,10,4.7000000000000002,"A gentle exfoliant for sensitive skin that helps remove dead skin cells for a smoother, brighter complexion.","[0, 0, 1, 1, 0]","[0, 1, 0, 1, 1, 0, 0, 0, 0, 0]","water (aqua / eau), propanediol, gluconolactone, niacinamide, pentylene glycol, glycerin, aloe barbadensis leaf juice, potassium sorbate, sodium benzoate, ppg-26-buteth-26, peg-40 hydrogenated castor oil, 1,2-hexanediol, caprylyl glycol, ethylhexylglycerin, citric acid, sodium hydroxide.",5900,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,dullness,https://www.sephora.com/productimages/sku/s2280410-main-zoom.jpg
Cleanser,https://www.sephora.com/product/revitalizing-toner-P440060?icid2=products%20grid:p440060,PROACTIV,Revitalizing Toner,25,4.7999999999999998,An alcohol-free toner developed by dermatologists.,"[1, 1, 1, 1, 0]","[1, 0, 0, 1, 0, 1, 0, 0, 0, 0]","water, glycolic acid, sodium hydroxide, polysorbate 20, hamamelis virginiana (witch hazel) extract, anthemis nobilis flower extract, rosa canina fruit extract, aloe barbadensis leaf juice, sodium pca, panthenol, glycerin, propylene glycol, allantoin, hydroxyethylcellulose, benzophenone-4, tetrasodium edta, imidazolidinyl urea, methylparaben, propylparaben, fragrance, blue 1, yellow 5.",633,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,dullness,https://www.sephora.com/productimages/sku/s2171007-main-zoom.jpg
Cleanser,https://www.sephora.com/product/glycolic-acid-toner-P443838?icid2=products%20grid:p443838,THE INKEY LIST,Glycolic Acid Exfoliating Toner,10,4.7000000000000002,"A 10 percent glycolic acid exfoliating toner that helps to reduce the appearance of pores and fine lines for smoother, brighter skin.","[1, 1, 1, 1, 0]","[0, 1, 0, 1, 1, 0, 0, 0, 0, 0]","water, glycolic acid, propanediol, hamamelis virginiana (witch hazel) water, sodium hydroxide, butylene glycol, phenoxyethanol, alcohol, ppg-26-buteth-26, betaine, peg-40 hydrogenated castor oil, boerhavia diffusa root extract, ethylhexylglycerin, trisodium ethylenediamine disuccinate.",6400,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,dullness,https://www.sephora.com/productimages/sku/s2211530-main-zoom.jpg
Cleanser,https://www.sephora.com/product/double-mousse-gentle-cleansing-foam-P401580?icid2=products%20grid:p401580,ERBORIAN,Double Mousse Gentle Cleansing Foam,28,4.4000000000000004,A daily foaming cleanser enriched with traditional Korean herbs for a visibly refined and luminous complexion.,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","water, glycerin, disodium cocoamphodiacetate, coco-betaine, sodium chloride, sodium methyl cocoyl taurate, vaccinium myrtillus fruit extract, salix alba (willow) bark extract, acer saccharum (sugar maple) extract, citrus aurantium dulcis (orange) fruit extract, citrus limon (lemon) fruit extract, centella asiatica extract, saccharum officinarum (sugar cane) extract, scutellaria baicalensis root extract, polygonum cuspidatum root extract, glycyrrhiza glabra (licorice) root extract, chamomilla recutita (matricaria) flower extract, camellia sinensis leaf extract, rosmarinus officinalis (rosemary) leaf extract, sodium citrate, panthenol, butylene glycol, ethylhexylglycerin, polyquaternium-7, phenoxyethanol, fragrance, limonene, linalool, citral, ci 19140/yellow 5, ci 42090/blue 1.",5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.sephora.com/productimages/sku/s1750322-main-zoom.jpg
Cleanser,https://www.sephora.com/product/purity-made-simple-micellar-cleansing-water-mini-P433159?icid2=products%20grid:p433159,PHILOSOPHY,Purity Made Simple Micellar Cleansing Water Mini,12,5,"A cleansing water that removes makeup, dirt, and impurities without the need to rinse.","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","water, poloxamer 184, phenoxyethanol, ppg-1-peg-9 lauryl glycol ether, sodium pca, disodium lauroamphodiacetate, sodium trideceth sulfate, chlorphenesin, tetrasodium edta, hexylene glycol, citric acid, sodium chloride, panthenol, isopropyl alcohol, bht, pantolactone.",0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,https://www.sephora.com/productimages/sku/s2062974-main-zoom.jpg
Cleanser,https://www.sephora.com/product/primera-rich-foaming-clarifying-cleanser-P447178?icid2=products%20grid:p447178,PRIMERA,Rich Foaming Clarifying Cleanser,25,4,A foaming face cleanser that is packed with natural ingredients and salicylic acid that removes impurities and makeup.,"[0, 1, 1, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","water, methylglucamine, lauric acid, peg-8, myristic acid,olive oil peg-8 esters, sodium cocoamphoacetate, cocamidopropyl betaine, peg-60 hydrogenated castor oil, fragrance/ parfum, phenoxyethanol, potassium cocoyl glycinate, sodium chloride, citric acid, disodium edta, salicylic acid, sodium benzoate, butylene glycol, melia azadirachta extract, tetrasodium edta, brassica oleracea italica (broccoli)extract, borago officinalis extract, brassica oleracea gemmifera (brussels sprouts) extract, helianthus annuus(sunflower) extract, fragaria vesca (strawberry) leaf extract, phyllanthus emblica extract.",639,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,pores,https://www.sephora.com/productimages/sku/s2262350-main-zoom.jpg
Cleanser,https://www.sephora.com/product/redness-solutions-soothing-cleanser-P201439?icid2=products%20grid:p201439,CLINIQUE,Redness Solutions Soothing Cleanser,24,4.2000000000000002,An extra-gentle cleanser for redness-prone skin.,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","water , squalane , glycerin , butylene glycol , phenyl trimethicone , ammonium acryloyldimethyltaurate/vp copolymer , avena sativa (oat) kernel extract , cucumis sativus (cucumber) fruit extract , hordeum vulgare (barley) extract/extrait d'orge , sucrose stearate , sea whip extract , cholesterol , helianthus annuus (sunflower) seedcake , chamomilla recutita (matricaria) , acetyl glucosamine , lactobacillus ferment , ppg-20 methyl glucose ether , caffeine , propylene glycol dicaprate , caprylyl glycol , stearic acid , sodium chloride , disodium edta , bht , phenoxyethanol , polyaminopropyl biguanide , yellow 5 (ci 19140) , green 5 (ci 61570) , blue 1 (ci 42090)",7100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.sephora.com/productimages/sku/s1066711-main-zoom.jpg
Cleanser,https://www.sephora.com/product/tarte-knockout-daily-exfoliating-cleanser-P454376?skuId=2315885&icid2=products%20grid:p454376,TARTE,knockout daily exfoliating cleanser,12,5,"A vegan AHA and BHA cleanser that helps dissolve dead skin, exfoliate, and refine pores while delivering an invigorating lather for skin that feels soft and smooth.","[1, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]","water/aqua/eau, sodium c14-16 olefin sulfonate, cocamidopropyl hydroxysultaine, sodium cocoyl glutamate, glycerin, pyrus malus (apple) fruit extract, lactic acid, glycolic acid, sodium chloride, propanediol, decyl glucoside, acrylates crosspolymer-4, citric acid, phenoxyethanol, polyquaternium-10, eucalyptus globulus leaf oil, mentha piperita (peppermint) oil, caprylyl glycol, ethylhexylglycerin, hexylene glycol, salicylic acid, sodium hydroxide, limonene, tetrasodium glutamate diacetate, linalool, sodium acetate, sodium glycolate, sodium formate.",1600,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,pores,https://www.sephora.com/productimages/sku/s2315885-main-zoom.jpg
Cleanser,https://www.sephora.com/product/breakout-clearing-all-over-toner-P443362?icid2=products%20grid:p443362,DERMALOGICA,Breakout Clearing All Over Toner,19,4.7000000000000002,"A paraben-free and sulfate-free, mist-all-over purifying toner that controls excess oils and helps eliminate breakouts on the face and body.","[1, 1, 1, 0, 0]","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]","water, hamamelis virginiana water, isoceteth-20, ethoxydiglycol, citrus aurantium dulcis peel oil, lavandula angustifolia oil, sodium hydroxide, melaleuca alternifolia leaf oil, camellia sinensis leaf extract, porphyra umbilicalis extract, glycyrrhiza glabra root extract, citrus aurantium amara peel oil, citrus limon fruit oil, cymbopogon schoenanthus oil, argania spinosa kernel extract, serenoa serrulata fruit extract, sesamum indicum seed extract, citral, hexylene glycol, geraniol, limonene, polysorbate 20, disodium edta, butylene glycol, linalool, ethylhexylglycerin, phenoxyethanol, beta-sitosterol, citronellol, coumarin.",2800,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,pores,https://www.sephora.com/productimages/sku/s2222859-main-zoom.jpg
Cleanser,https://www.sephora.com/product/the-deep-cleanse-P427536?icid2=products%20grid:p427536,TATCHA,The Deep Cleanse Exfoliating Cleanser,38,4.2999999999999998,A daily gel cleanser with natural fruit exfoliant that thoroughly but gently lifts impurities and unclogs pores while leaving skin soft and hydrated.,"[1, 1, 1, 0, 1]","[0, 0, 1, 1, 0, 1, 0, 0, 0, 0]","water, sodium cocoyl glutamate, propanediol, glycerin, acrylates copolymer, coco-betaine, saccharomyces/camellia sinensis leaf/cladosiphonokamuranus/rice ferment filtrate*, luffa cylindrica fruit/leaf/stem extract, luffa cylindrica fruit, sodium lauroyl hydrolyzed silk, rosa multiflora fruit extract, belamcanda chinensis root extract, potassium hydroxide, sodium chloride, polyglyceryl-10 dioleate, polyglyceryl-2 sesquicaprylate, butylene glycol, ethylhexylglycerin, tetrasodium edta, fragrance, alcohol, phenoxyethanol.",94300,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,pores,https://www.sephora.com/productimages/sku/s2315331-main-zoom.jpg
Cleanser,https://www.sephora.com/product/kale-spinach-green-tea-age-prevention-cleanser-P411387?icid2=products%20grid:p411387,YOUTH TO THE PEOPLE,Superfood Antioxidant Cleanser,36,4.2999999999999998,"A daily green juice cleanse for your face with cold-pressed antioxidants to remove makeup and prevent build-up in pores, while keeping skin’s pH balanced.","[1, 1, 1, 1, 0]","[0, 1, 1, 1, 0, 0, 0, 0, 0, 0]","water, sodium cocoyl glutamate, cocamidopropyl betaine, panthenol (vitamin b5),tocopheryl acetate (vitamin e), ascorbic acid (vitamin c), butylene glycol, brassica oleracea(kale) leaf extract, spinacia oleracea (spinach) leaf extract, camellia sinensis (green tea)leaf extract, chamomilla recutita (matricaria) flower extract, medicago sativa (alfalfa) extract,aloe barbadensis (aloe vera) leaf extract, natural fragrance, lecithin, hydroxypropylmethylcellulose, phenoxyethanol, potassium sorbate, sodium benzoate, chlorophyll.",79100,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,pores,https://www.sephora.com/productimages/sku/s1863588-main-zoom.jpg
Cleanser,https://www.sephora.com/product/beste-no-9-jelly-cleanser-P426836?icid2=products%20grid:p426836,DRUNK ELEPHANT,Beste™ No. 9 Jelly Cleanser,32,4,"An innovative jelly cleanser that removes all traces of makeup, excess oil, pollution, and any other grime from the day. Free of SLS, fragrance, and essential oils, Beste™ No. 9 is totally non-irritating, non-sensitizing, and appropriate for all skin.","[1, 1, 1, 0, 1]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","water, glycerin, cocamidopropyl betaine, coco-glucoside, sodium lauroyl methyl isethionate, cocamidopropyl hydroxysultaine, sodium methyl oleoyl taurate, propanediol, aloe barbadensis leaf extract, glycolipids, linoleic acid, linolenic acid, lauryl glucoside, cucumis melo cantalupensis fruit extract, sclerocarya birrea seed oil, dipotassium glycyrrhizate, tocopherol, citric acid, phenoxyethanol, sodium hydroxide, sodium benzoate, sodium chloride, polylysine.",68100,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,oiliness,https://www.sephora.com/productimages/sku/s2022598-main-zoom.jpg
Cleanser,https://www.sephora.com/product/purity-made-simple-P7109?icid2=products%20grid:p7109,PHILOSOPHY,Purity Made Simple Cleanser,24,4.5,"A face wash for easy, one-step cleansing—Purity Made Simple Facial Cleanser, the number one face wash in America.","[1, 1, 1, 1, 0]","[1, 0, 0, 1, 0, 1, 0, 0, 0, 0]","water, sodium lauroamphoacetate, sodium trideceth sulfate, limnanthes alba (meadowfoam) seed oil, coco-glucoside, coconut alcohol, peg-120 methyl glucose dioleate, glycerin, carbomer, isopropyl alcohol, polysorbate 20, citric acid, imidazolidinyl urea, methylparaben, aniba rosaeodora (rosewood) wood oil, propylparaben, triethanolamine, amyris balsamifera bark oil, bulnesia sarmientoi wood oil, cymbopogon martini oil, pelargonium graveolens flower oil, rosa centifolia flower oil, santalum album (sandalwood) oil, daucus carota sativa (carrot) seed oil, mimosa tenuiflora bark extract, ormenis multicaulis oil, piper nigrum (pepper) fruit oil, salvia sclarea (clary) oil, fd&c yellow no. 5 (ci 19140).",172800,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,pores,https://www.sephora.com/productimages/sku/s407304-main-zoom.jpg
Cleanser,https://www.sephora.com/product/rose-deep-hydration-facial-toner-P417936?icid2=products%20grid:p417936,FRESH,Rose Deep Hydration Facial Toner,45,4.2000000000000002,"A daily, non-stripping toner with real rose petals and hyaluronic acid that minimizes pores while increasing hydration by 46 percent for six hours.","[1, 1, 1, 1, 0]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]","water, glycerin, butylene glycol, rosa centifolia flower, rosa damascena flower water, rosa multiflora fruit extract, angelica keiskei extract, rosa damascena flower oil, sodium hyaluronate, peg-150, ppg-26-buteth-26, peg-40 hydrogenated castor oil, sodium citrate, xanthan gum, citric acid, bht, parfum (fragrance), phenoxyethanol, citronellol, geraniol.",122400,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,dryness,https://www.sephora.com/productimages/sku/s1924901-main-zoom.jpg
Cleanser,https://www.sephora.com/product/salicylic-acid-cleanser-P443833?icid2=products%20grid:p443833,THE INKEY LIST,Salicylic Acid Acne + Pore Cleanser,9,4.0999999999999996,"A lightly-foaming cleanser that removes makeup and dirt, helping to reduce blackheads, acne, and blemishes while unclogging pores.","[1, 1, 1, 0, 0]","[0, 0, 1, 0, 0, 1, 0, 1, 0, 0]","water, glycerin, sodium methyl cocoyl taurate, cocamidopropyl betaine, cocamidopropyl dimethylamine, peg-120 methyl glucose dioleate, salicylic acid, betaine, zinc pca, phenoxyethanol, sodium chloride, allantoin, coco-glucoside, glyceryl oleate, benzyl alcohol, coconut acid, ethylhexylglycerin, sodium benzoate, citric acid, dehydroacetic acid, trisodium ethylenediamine disuccinate, tocopherol, hydrogenated palm glycerides citrate.",7900,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,acne,https://www.sephora.com/productimages/sku/s2211605-main-zoom.jpg
Cleanser,https://www.sephora.com/product/mario-badescu-glycolic-foaming-cleanser-P440489?icid2=products%20grid:p440489,MARIO BADESCU,Glycolic Foaming Cleanser,16,4.2999999999999998,A resurfacing face wash that refines the look of uneven skin tone and texture.,"[1, 1, 1, 1, 0]","[0, 0, 0, 1, 0, 1, 0, 0, 1, 0]","sodium lauryl sulfate, water, cocamidopropyl betaine, cocamide mea, glycolic acid, salvia officinalis (sage) leaf extract, hypericum perforatum extract, chamomilla recutita (matricaria) flower extract, althaea officinalis leaf/root extract, achillea millefolium extract, sodium chloride, fragrance, propylene glycol, methylparaben, propylparaben, diazolidinyl urea.",5000,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,uneven skin tone,https://www.sephora.com/productimages/sku/s2185080-main-zoom.jpg
Cleanser,https://www.sephora.com/product/korres-greek-yoghurt-foaming-cream-cleanser-mini-P456413,KORRES,Greek Yoghurt Foaming Cream Cleanser Mini,14,4.0999999999999996,"An indulgent cream-to-foam, soap-free cleanser that’s formulated with real skin-nourishing Greek yogurt.","[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]","water, sodium cocoyl isethionate, coco-betaine, cetearyl alcohol, disodium lauryl sulfosuccinate, zea mays (corn) starch, glycerin, cocamidopropyl betaine, sodium methyl cocoyl taurate, magnesium aluminum silicate, glyceryl laurate, sclerotium gum, amaranthus caudatus seed extract, fragrance, hydrogenated castor oil, hydrolyzed rice protein, lactose, lonicera caprifolium (honeysuckle) flower extract, lonicera japonica (honeysuckle) flower extract, sodium cocoyl alaninate, sodium cocoyl hydrolyzed amaranth protein, sodium phytate, titanium dioxide, whey protein, yoghurt powder.",0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,redness,https://www.sephora.com/productimages/sku/s2338366-main-zoom.jpg
Cleanser,https://www.sephora.com/product/truth-on-the-glow-cleansing-cloths-P385342?skuId=1910439&icid2=products%20grid:p385342,OLEHENRIKSEN,Truth™ On the Glow Cleansing Cloths,8,4.2000000000000002,"A pack of travel-friendly brightening wipes, with vitamin c and jojoba seed oil, to deeply cleanse, hydrate, and deliver a radiant glow.","[1, 1, 1, 1, 1]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]","water, gluconolactone, olea europaea (olive) fruit oil, sodium benzoate, glycerin, parfum/fragrance, coco-glucoside, aroma/flavor, dehydroacetic acid, tocopheryl acetate, citric acid, ascorbic acid, calcium gluconate, elaeis guineensis oil, vitis vinifera (grape) seed oil, simmondsia chinensis (jojoba) seed oil, squalane, propylene glycol, ribes nigrum (black currant) seed oil, pullulan, cera carnauba/copernicia cerifera (carnauba) wax/cire de carnauba, camellia sinensis leaf extract, rosa gallica flower extract, decyl glucoside, nannochloropsis oculata extract, pentylene glycol, punica granatum (pomegranate) fruit extract, potassium sorbate, phenoxyethanol, ubiquinone, vitis vinifera (grape) seed extract, tocopherol, sorbic acid, rosa damascena flower oil, sodium sulfite, trisodium edta, limonene, benzyl alcohol, citral, linalool.",22200,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,dryness,https://www.sephora.com/productimages/sku/s1910439-main-zoom.jpg
Cleanser,https://www.sephora.com/product/rare-earth-pore-refining-tonic-P422253?icid2=products%20grid:p422253,KIEHL'S SINCE 1851,Rare Earth Pore Refining Tonic,21,3.7000000000000002,A dual-phase facial toner to minimize the appearance of pores.,"[0, 1, 1, 0, 0]","[0, 0, 1, 1, 0, 1, 0, 0, 0, 0]","water, alcohol denat., glycerin, propanediol, silica, phenoxyethanol, zinc oxide, methyl methacrylate crosspolymer, kaolin, zinc gluconate, aloe barbadensis leaf juice, oat kernel flour, menthoxypropanediol, witch hazel leaf water, allantoin, salicylic acid.",3500,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,pores,https://www.sephora.com/productimages/sku/s1989375-main-zoom.jpg
Cleanser,https://www.sephora.com/product/face-cleanser-P248404?skuId=1543313&icid2=products%20grid:p248404,FIRST AID BEAUTY,Pure Skin Face Cleanser,11,4.4000000000000004,"A fragrance-free, gentle cleanser that effectively removes makeup, dirt, and grime, leaving skin soft and supple.","[1, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 1, 1, 0, 0, 0]","water/aqua/eau, sodium cocoyl isethionate, glycerin, stearic acid, hydrogenated coconut acid, sodium isethionate, stearyl alcohol, allantoin, chrysanthemum parthenium (feverfew) extract, camellia sinensis leaf extract, glycyrrhiza glabra (licorice) extract, aloe barbadensis leaf juice, tocopherol, caprylyl glycol, sodium pca, coco-glucoside, glyceryl oleate, hydroxypropyl methylcellulose, hydrogenated palm glycerides citrate, disodium cocoamphodiacetate, phenoxyethanol, sodium chloride, disodium edta, citric acid, maltodextrin, leuconostoc/radish root ferment filtrate, edta.",86100,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,dryness,https://www.sephora.com/productimages/sku/s1543313-main-zoom.jpg
Cleanser,https://www.sephora.com/product/ginzing-refreshing-scrub-cleanser-P386197?icid2=products%20grid:p386197,ORIGINS,GinZing™ Refreshing Scrub Cleanser,21,4.5,"A two-in-one energy-boosting cleanser that gently exfoliates the skin, refines skin’s texture, and revitalizes the skin, leaving it looking smooth and radiant.","[1, 1, 1, 1, 0]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","water, cocamidopropyl hydroxysultaine, coco-betaine, sodium lauroyl oat amino acids, decyl glucoside, sodium cocoyl sarcosinate, acrylates copolymer, copernicia cerifera (carnauba) wax\cera carnauba\cire de carnauba, jojoba esters, sodium chloride, polysorbate 20, disodium cocoyl glutamate, citrus limon (lemon) peel oil*, citrus grandis (grapefruit) peel oil*, mentha viridis (spearmint) leaf oil*, panax ginseng (ginseng) root extract, caffeine, garcinia mangostana peel extract, cordyceps sinensis extract, butylene glycol, ethylhexylglycerin, glycerin, aloe barbadensis leaf juice, sodium cocoyl glutamate, monosodium citrate, citric acid, sodium hydroxide, disodium edta, methylchloroisothiazolinone, methylisothiazolinone, phenoxyethanol. *essential oil.",31000,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,dullness,https://www.sephora.com/productimages/sku/s1596527-main-zoom.jpg
Cleanser,https://www.sephora.com/product/acne-solutions-clarifying-lotion-P188307?icid2=products%20grid:p188307,CLINIQUE,Acne Solutions Clarifying Lotion,17,4.4000000000000004,A medicated formula that exfoliates and reduces excess oil that can lead to breakouts.,"[1, 1, 1, 1, 0]","[0, 0, 1, 0, 0, 1, 0, 1, 0, 0]","water , alcohol denat., nylon-12, butylene glycol, hamamelis virginiana (witch hazel), laminaria saccharina extract, caffeine, sucrose , glycerin, acetyl glucosamine, sorbitol, sea whip extract, barium sulfate, 10-hydroxydecanoic acid, silica, disodium edta, benzalkonium chloride.",29000,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,oiliness,https://www.sephora.com/productimages/sku/s1027473-main-zoom.jpg
Cleanser,https://www.sephora.com/product/sephora-collection-sugar-body-scrub-P455221?icid2=products%20grid:p455221,SEPHORA COLLECTION,Sugar Body Scrub,17,0,"A sugar body scrub that exfoliates the skin to eliminate the appearance of impurities, helping to make skin smoother and clearer.","[1, 1, 1, 1, 0]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]","saccharum officinarum (sugar cane) extract, helianthus annuus (sunflower) seed oil, ricinus communis (castor) seed oil, propanediol, aqua (water), silica, isononyl isononanoate, trihydroxystearin, cocamidopropyl betaine, parfum (fragrance), polyglyceryl-6 dioleate, moringa oleifera seed oil, beheneth-25, sodium chloride, tocopherol.",1400,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,dullness,https://www.sephora.com/productimages/sku/s2271062-main-zoom.jpg
Cleanser,https://www.sephora.com/product/mario-badescu-glycolic-acid-toner-P440486?icid2=products%20grid:p440486,MARIO BADESCU,Glycolic Acid Toner,18,4.5999999999999996,A mild resurfacing toner that brightens and balances post-cleanse.,"[1, 0, 1, 1, 0]","[0, 0, 0, 1, 1, 1, 0, 0, 0, 0]","water, propylene glycol, glycolic acid, citrus grandis (grapefruit) fruit extract, aloe barbadensis leaf juice, butyl methoxydibenzoylmethane, ethylhexyl methoxycinnamate, ppg-26-buteth-26, ethylhexyl salicylate, peg-40 hydrogenated castor oil, fragrance, sodium chloride, methylparaben, propylparaben, diazolidinyl urea, ci 42090 (blue 1), ci 45410 (red 28), ci 19140 (yellow 5).",10800,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,dullness,https://www.sephora.com/productimages/sku/s2185072-main-zoom.jpg
Cleanser,https://www.sephora.com/product/black-charcoal-blotting-linens-P387006?icid2=products%20grid:p387006,BOSCIA,Black Charcoal Blotting Linens,10,4.2999999999999998,A set of purse-friendly blotting sheets powered by charcoal to help purify and refine while working to absorb excess oil for a shine-free complexion.,"[1, 1, 1, 1, 0]","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]","natural abaca leaf fiber, black bamboo charcoal.",13900,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,oiliness,https://www.sephora.com/productimages/sku/s2222784-main-zoom.jpg
Cleanser,https://www.sephora.com/product/triple-action-cleansing-water-cleanse-purify-P445724?icid2=products%20grid:p445724,SEPHORA COLLECTION,Triple Action Cleansing Water - Cleanse + Purify,12,4.2999999999999998,"A cleansing water, formulated with zinc and aloe vera, that efficiently removes makeup from the face and eyes while purifying the skin.","[1, 1, 1, 1, 0]","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]","aqua (water), butylene glycol, glycerin, propanediol, peg-6 caprylic/capric glycerides, sodium chloride, polysorbate 20, caprylyl glycol, hydroxyacetophenone, parfum (fragrance), sodium benzoate, zinc pca, citric acid, aloe barbadensis leaf juice.",3800,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,pores,https://www.sephora.com/productimages/sku/s2163517-main-zoom.jpg
Cleanser,https://www.sephora.com/product/tangerine-brightening-pore-refining-cleanser-P449858?icid2=products%20grid:p449858,INNISFREE,Tangerine Brightening & Pore-Refining Cleanser,15,4.0999999999999996,"A clay-infused, foaming cleanser, enriched with vitamin C from Jeju tangerines, that gently exfoliates and helps brighten while purifying pores.","[1, 1, 1, 1, 0]","[0, 0, 1, 1, 0, 1, 0, 0, 0, 0]","glycerin, water, stearic acid, myristic acid, kaolin, peg-32, potassium hydroxide, lauric acid, titanium dioxide (ci 77891), cocamidopropyl betaine, glyceryl stearate, peg-100 stearate, fragrance, sodium chloride, zea mays (corn) starch, microcrystalline cellulose, lactose, sucrose, disodium edta, sodium benzoate, sodium hydroxide, tocopheryl acetate, polymethyl methacrylate, iron oxides (ci 77491), lactic acid, citrus unshiu peel extract, hydroxypropylcellulose, styrene/butadiene copolymer, propanediol, stearyl alcohol, camellia japonica leaf extract, camellia sinensis leaf extract, opuntia coccinellifera fruit extract, orchid extract, shellac, polyquaternium-6, iron oxides (ci 77492), sodium lauroyl sarcosinate, peg-75, hydroxypropyl methylcellulose, silica, papain, phenoxyethanol, ethylhexylglycerin.",3000,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,pores,https://www.sephora.com/productimages/sku/s2276459-main-zoom.jpg
Treatment,https://www.sephora.com/product/luna-sleeping-night-oil-P393718?icid2=products%20grid:p393718,SUNDAY RILEY,Luna Retinol Sleeping Night Oil,105,4.0999999999999996,"A next-generation retinol oil that boosts the look and feel of skin plumpness, while improving the appearance of wrinkles, redness, and pores for visibly younger-looking skin.","[1, 1, 1, 1, 0]","[0, 1, 0, 0, 1, 0, 1, 0, 0, 0]","persea gratissima (extra virgin, cold pressed avocado) oil, vitis vinifera (organic, cold pressed concord grape) seed oil, rubus fruticosus (cold pressed blackberry) seed oil, salvia hispanica (cold pressed chia) oil, dimethyl isosorbide (and) hydroxypinacolone retinoate, chamomila recutita (matricaria) flower oil, tanacetum annuum (blue tansy) oil, anthemis nobilis (english chamomile) oil, eriocephalus punctualatus (cape chamomile) oil, citrus aurantium amara (neroli) oil, citrus aurantium dulcis (blood orange) oil, cananga odorata flower (ylang ylang) oil, vetivera zizanoides (vetiver) oil, helianthus annuus (sunflower) seed oil (and) rosmarinus officinalis (rosemary) leaf extract, ci 61565 (green 6), ci 60725 (violet 2).",124300,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,wrinkles,https://www.sephora.com/productimages/sku/s1681881-main-zoom.jpg
