Label,URL,brand,name,price,rating,description,skin_type,skincare_concerns,ingredients,likes,normal,oily,combination,dry,sensitive,dryness,wrinkles,oiliness,dullness,dark_spots,pores,redness,acne,uneven_skin_tone,sallowness,class_specified
Eye cream,https://www.sephora.com/product/all-about-eyes-rich-P174502?skuId=1246693&icid2=products%20grid:p174502,CLINIQUE,All About Eyes™ Rich Eye Cream,54.0,4.1,"A rich eye cream that diminishes the look of under-eye circles, shadows, puffs, and fine lines.","[1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","water , butyrospermum parkii (shea butter) , cetearyl alcohol , butylene glycol , hydrogenated polyisobutene , phenyl trimethicone , polyglyceryl-3 beeswax , polybutene , sucrose , cetyl esters , polymethyl methacrylate , isostearyl neopentanoate , glycerin , cetearyl glucoside , tocopheryl acetate , triticum vulgare (wheat) germ extract , hordeum vulgare (barley) extract/extrait d'orge , sigesbeckia orientalis (st. paul's wort) extract , peg-100 stearate , coleus barbatus extract , betula alba (birch) extract , polysilicone-11 , methyl glucose sesquistearate , camellia sinensis (green tea) leaf extract , salvia officinalis (sage) leaf , glyceryl polymethacrylate , yeast extract/faex/extrait de levure , gentiana lutea (gentian) root extract , stearic acid , milk protein/lactis proteinum/proteine du lait , whey protein/lactis protein/proteine du petit-lait , palmitoyl oligopeptide , squalane , magnesium ascorbyl phosphate , cholesterol , caffeine , peg-8 , phytosphingosine , acrylates/c10-30 alkyl acrylate crosspolymer , aminomethyl propanol , dimethicone , isomerized linoleic acid , linoleic acid , sodium hyaluronate , 1,2 hexanediol , decarboxy carnosine hcl , potassium sulfate , caprylyl glycol , disodium edta , sodium dehydroacetate , phenoxyethanol , yellow 5 (ci 19140) , mica , iron oxides (ci 77491, ci 77492, ci 77499) , titanium dioxide (ci 77891)",53600,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,dark circles
Eye cream,https://www.sephora.com/product/bio-performance-liftdynamic-eye-treatment-P410759?icid2=products%20grid:p410759,SHISEIDO,Bio-Performance LiftDynamic Eye Treatment,75.0,3.8,"An antiaging eye cream that reveals visibly lifted, sculpted skin around the eyes and energizes skin's own natural reparative ability.","[1, 1, 1, 1, 1]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 1]","water, pentaerythrityl tetraethylhexanoate, hydrogenated polydecene, dimethicone, butylene glycol, glycerin, dipropylene glycol, behenyl alcohol, peg/ppg-14/7 dimethyl ether, hydrogenated polyisobutene, stearyl alcohol, dimethicone crosspolymer, hydrogenated palm oil, beheneth-20, mineral oil(paraffinum liquidum/huile minerale), phenoxyethanol, myristyl myristate, polyvinyl alcohol, tocopheryl acetate, elaeis guineensis (palm) kernel oil, elaeis guineensis (palm) oil, dimethylacrylamide/sodium acryloyldimethyltaurate crosspolymer, microcrystalline wax(cera microcristallina/cire microcristalline), paraffin, disodium edta, caffeine, retinyl acetate, sodium citrate, helianthus annuus (sunflower) seed oil, fragrance (parfum), bht, limonene, citric acid, sodium metaphosphate, inositol, hexyl cinnamal, benzyl benzoate, butylphenyl methylpropional, alcohol, linalool, sodium metabisulfite, saccharomyces ferment lysate filtrate, sodium acetylated hyaluronate, iron oxides (ci 77492), rosmarinus officinalis (rosemary) leaf extract (rosmarinus officinalis leaf extract), alpha-isomethyl ionone, thymus serpillum extract, citronellol, geraniol, tocopherol, iron oxides (ci 77491), panax ginseng root extract, bupleurum falcatum root extract.",5100,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,loss of firmness
Eye cream,https://www.sephora.com/product/black-tea-firming-eye-serum-P439626?icid2=products%20grid:p439626,FRESH,Black Tea Firming Eye Serum,72.0,3.9,"A fluid gel that provides a corset-like effect to the delicate eye area for a firmer, lifted look.","[1, 1, 1, 1, 0]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 1]","water, glycerin, butylene glycol, pentylene glycol, jojoba oil peg-150 esters, methyl gluceth-20, peg-6 caprylic/capric glycerides, acacia senegal gum, peg-40 hydrogenated castor oil, lycium chinense fruit extract, saccharomyces ferment filtrate, camellia sinensis leaf extract, rubus fruticosus (blackberry) leaf extract, litchi chinensis seed extract, acetyl tetrapeptide-5, tocopheryl acetate, tocopherol, polymethylsilsesquioxane, carbomer, peg-150, sorbitol, sodium hydroxide, parfum (fragrance), rhizobian gum, maltodextrin, algin, xanthan gum, adenosine, polyvinyl alcohol, cellulose gum, citric acid, sodium metabisulfite, diamond powder, sodium benzoate, potassium sorbate, hydroxyethylcellulose, sodium citrate, biotin, phenoxyethanol, linalool, citronellol, geraniol.",9500,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,loss of firmness
Eye cream,https://www.sephora.com/product/retinol-fusion-pm-eye-cream-P407151?icid2=products%20grid:p407151,PETER THOMAS ROTH,Retinol Fusion PM Eye Cream,55.0,3.8,A transformative eye cream with a potent concentration of microencapsulated retinol complex to help create a youthful appearance around the delicate eye area.,"[1, 1, 1, 1, 1]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","water, glyceryl stearate, caprylic/capric triglyceride, cetyl alcohol, propylene glycol stearate, cera alba (beeswax), caffeine, retinol, butyrospermum parkii (shea) butter, persea gratissima (avocado) oil, ascorbic acid, retinyl palmitate, tocopheryl acetate, sodium hyaluronate, sodium pca, bht, superoxide dismutase, squalane, aloe barbadensis leaf juice, soluble collagen, hydrolyzed elastin, lecithin, allantoin, panthenol, ceramide np, echinacea purpurea extract, algae extract, c13-14 isoparaffin, foeniculum vulgare (fennel) seed extract, rosa canina fruit oil, viola tricolor extract, camellia sinensis leaf extract, dimethicone, helianthus annuus (sunflower) seed oil, wheat amino acids, potassium phosphate, leuconostoc/radish root ferment filtrate, citric acid, disodium edta, carbomer, triethanolamine, steapyrium chloride, polyacrylamide, polysorbate 20, oleic acid, soy acid, laureth-7, ascorbyl methylsilanol pectinate, edta, methylpropanediol, butylene glycol, propylene glycol, potassium sorbate, sodium benzoate, pentylene glycol, alcohol, phenoxyethanol.",5000,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,puffiness
Eye cream,https://www.sephora.com/product/banana-bright-eye-creme-P426339?icid2=products%20grid:p426339,OLEHENRIKSEN,Banana Bright Eye Crème,39.0,4.0,"A brightening, vitamin C-rich eye crème that targets signs of aging, reducing the look of dark circles while improving concealer application and wear—inspired by makeup artist secret, banana powder.","[1, 1, 1, 1, 1]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","water, simmondsia chinensis (jojoba) seed oil, butyrospermum parkii (shea) butter, isododecane, coconut alkanes, tetrahexyldecyl ascorbate, polyglyceryl-3 rice branate, polyglyceryl-3 beeswax, cetearyl alcohol, 3-0-ethyl ascorbic acid, glycerin, dilinoleic acid/propanediol copolymer, polymethylsilsesquioxane, cocoyl proline, pentaerythrityl tetraisostearate, dimethicone crosspolymer, hdi/trimethylol hexyllactone crosspolymer, polyacrylate-13, mica, polysorbate 20, caprylyl glycol, titanium dioxide (ci 77891), polyglyceryl-6 ricinoleate, polyglyceryl-6 caprylate, polyglyceryl-4 caprate, polyglyceryl-3 cocoate, phenoxyethanol, coco-caprylate/caprate, polyisobutene, acrylates/c10-30 alkyl acrylate crosspolymer, parfum/fragrance, tamarindus indica seed polysaccharide, tocopheryl acetate, rosa canina fruit extract, lycium barbarum fruit extract, hippophae rhamnoides extract, citrus limon (lemon) fruit extract, citrus aurantium dulcis (orange) fruit extract, sodium hydroxide, sorbic acid, iron oxides (ci 77491), leuconostoc/radish root ferment filtrate, sorbitan isostearate, silica, sodium benzoate, propanediol, vegetable collagen, aroma/flavor, ascorbic acid, linoleic acid, pullulan, nannochloropsis oculata extract, linolenic acid, citric acid, potassium sorbate, tocopherol, citral, limonene, linalool.",177400,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,dark circles
Eye cream,https://www.sephora.com/product/advanced-night-repair-eye-concentrate-matrix-P422651?icid2=products%20grid:p422651,ESTÉE LAUDER,Advanced Night Repair Eye Concentrate Matrix,69.0,3.4,"An ultra-nourishing, skin strengthening formula with an innovative 360° Matrix Technology to give eyes a fresh, wide open look.","[1, 1, 1, 1, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","advanced night rpr eye conc matrix division: el (estee lauder)ingredients: water , dimethicone , isohexadecane , glycerin , butylene glycol , bis-peg-18 methyl ether dimethyl silane , peg-10 dimethicone , disteardimonium hectorite , isopropyl isostearate , ppg-15 stearyl ether , sucrose , trehalose , pentylene glycol , hydroxyethyl urea , cucumis sativus (cucumber) fruit extract , garcinia mangostana peel extract , anthemis nobilis (chamomile) flower extract , hordeum vulgare (barley) extract/extrait d'orge , silybum marianum (lady's thistle) extract , glycine soja (soybean) seed extract , lactobacillus ferment , algae extract , sorbitol , betula alba (birch) extract , scutellaria baicalensis root extract , morus bombycis (mulberry) root extract , poria cocos sclerotium extract , camelina sativa seed oil , bifida ferment lysate , propylene glycol dicaprate , caffeine , sodium hyaluronate , sodium polyaspartate , hydrogenated lecithin , aminopropyl ascorbyl phosphate , phytosphingosine , yeast extract/faex/extrait de levure , ethylhexylglycerin , sodium rna , hydrolyzed algin , tripeptide-32 , polysilicone-11 , isododecane , tocopheryl acetate , helianthus annuus (sunflower) seedcake , polyethylene , propylene carbonate , polyacrylate crosspolymer-6 , sodium dehydroacetate , potassium sorbate , lecithin , disodium edta , bht , phenoxyethanol , iron oxides (ci 77491)",4800,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,dullness
Eye cream,https://www.sephora.com/product/moisture-bound-rejuvenating-eye-treatment-gel-P282612?icid2=products%20grid:p282612,AMOREPACIFIC,MOISTURE BOUND Rejuvenating Eye Treatment Gel,85.0,4.2,A lightweight gel-cream formula that provides rich hydration to the delicate eye area and promotes a more radiant look.,"[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","phyllostachis bambusoides juice, cyclopentasiloxane, dimethicone, glycerin, butylene glycol, cyclohexasiloxane, alcohol, water, peg-75, peg-10 dimethicone, biosaccharide gum-1, squalane, niacinamide, acetyl glucosamine, hydrolyzed phyllostachis bambusoides, hydrolyzed camellia sinensis leaf, glycine soja (soybean) seed extract, nelumbo nucifera flower extract, opuntia coccinellifera fruit extract, hesperidin, caffeine, theanine, kaempferol, camellia sinensis flower extract, natto gum, beta-glucan, sodium hyaluronate, tocopherol, phytantriol, epigallocatechin gallate, disteardimonium hectorite, lauryl peg-9 polydimethylsiloxyethyl dimethicone, polysilicone-11, propanediol, dimethiconol, dimethicone/vinyl dimethicone crosspolymer, stearyl behenate, polyglyceryl-3 methylglucose distearate, hydroxypropyl bispalmitamide mea, inulin lauryl carbamate, polysorbate 20, peg-15 pentaerythrityl tetra (laureth-6 carboxylate), sodium chloride, poloxamer 407, ammonium acryloyldimethyltaurate/vp copolymer, 1,2-hexanediol, disodium edta, ethylhexylglycerin, phenoxyethanol, fragrance.",9600,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,dryness
Eye cream,https://www.sephora.com/product/helix-am-pm-eye-gel-P421952?icid2=products%20grid:p421952,VOLITION BEAUTY,Helix AM/PM Eye Gel,52.0,3.9,"A fast-absorbing, cooling, anti-aging eye gel that serves as the perfect canvas for makeup application.","[1, 1, 1, 1, 0]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","propylene glycol, cyclopentasiloxane, water, dimethicone crosspolymer, snail secretion filtrate, butylene glycol, sodium acrylate/sodium acryloyldimethyl taurate copolymer, isohexadecane, polysorbate 80, phenoxyethanol, ethylhexylglycerin, fragrance, limonene.",11400,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,wrinkles
Eye cream,https://www.sephora.com/product/bright-eyes-collagen-infused-brightening-colloidal-silver-eye-masks-P438637?icid2=products%20grid:p438637,BEAUTYBIO,Bright Eyes Collagen-Infused Brightening Colloidal Silver Eye Masks,40.0,3.8,A pair of eye masks that de-puffs and brightens the look of eyes while diminishing the appearance of fine lines.,"[1, 1, 1, 1, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","water, glycerin, colloidal silver, propylene glycol, betaine, hamamelis virginiana extract, chondrus crispus powder, mica, niacinamide, glucomannan, xanthan gum, aloe yohjyu matsu ekisu, hydrolyzed collagen, phenoxyethanol, diazolidinyl urea, algin, potassium chloride, citric acid, potassium citrate, sodium hyaluronate, pearl powder, iodopropynyl butylcarbamate, fragrance.",5800,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,puffiness
Eye cream,https://www.sephora.com/product/the-eye-concentrate-P416343?icid2=products%20grid:p416343,LA MER,The Eye Concentrate,225.0,3.6,A hydrating eye cream that visibly diminishes dark circles and smooths lines to improve the appearance of eye bags and wrinkles.,"[1, 1, 1, 1, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","algae (seaweed) extract, water\aqua\eau, cyclopentasiloxane, glycerin, dimethicone, vinyl dimethicone/methicone silsesquioxane crosspolymer, caprylic/capric triglyceride, caprylic/capric/myristic/stearic triglyceride, yeast extract\faex\extrait de levure, sea salt\maris sal\sel marin, saccharomyces/copper ferment, helichrysum arenarium (everlasting) extract, polysilicone-11, gelidium cartilagineum extract, tourmaline, polygonum fagopyrum seed extract, saccharomyces lysate extract, sesamum indicum (sesame) seed oil, medicago sativa (alfalfa) seed powder, helianthus annuus (sunflower) seedcake, prunus amygdalus dulcis (sweet almond) seed meal, eucalyptus globulus (eucalyptus) leaf oil, sodium gluconate, calcium gluconate, copper gluconate, magnesium gluconate, zinc gluconate, tocopheryl succinate, niacin, sesamum indicum (sesame) seed powder, corallina officinalis extract, ferrous gluconate, glyceryl triacetyl ricinoleate, hydrogenated vegetable oil, macadamia integrifolia seed oil, palmitoyl tetrapeptide-7, acetyl hexapeptide-8, whey protein\lactis protein\proteine du petit-lait, hesperidin methyl chalcone, cyclohexasiloxane, linoleic acid, caffeine, cholesterol, tetraacetylphytosphingosine, sigesbeckia orientalis (st. paul's wort) extract, butylene glycol, crithmum maritimum extract, acetyl glucosamine, steareth-20, aminopropyl ascorbyl phosphate, nylon-12, triethylhexanoin, avena sativa (oat) kernel extract, prunus amygdalus dulcis (sweet almond) seed extract, isononyl isononanoate, glycine soja (soybean) protein, cetyl peg/ppg-10/1 dimethicone, phytosphingosine, hydrogenated polyisobutene, propylene glycol dioctanoate, calcium chloride, sucrose, dipeptide-2, dimethicone crosspolymer, triethoxycaprylylsilane, caprylyl glycol, trimethylsiloxysilicate, isododecane, peg/ppg-18/18 dimethicone, silica, alumina, fragrance (parfum), phenoxyethanol, mica, titanium dioxide (ci 77891).",20600,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,dark circles
Eye cream,https://www.sephora.com/product/stress-positive-eye-lift-P423143?icid2=products%20grid:p423143,DERMALOGICA,Stress Positive Eye Lift Mask,69.0,4.3,A cooling eye mask that helps de-puff and energize the skin to reduce visible signs of stress.,"[1, 1, 1, 1, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","water, dimethicone, pentylene glycol, sorbitol, simmondsia chinensis (jojoba) seed oil, butylene glycol, glycerin, peg-40 hydrogenated castor oil, saccharomyces ferment lysate filtrate, tephrosia purpurea seed extract, hydrolyzed sodium hyaluronate, niacinamide, diglucosyl gallic acid, citrus reticulata (tangerine) leaf oil, ammonium acryloyldimethyltaurate/vp copolymer, maris aqua (sea water), propanediol, sodium hyaluronate, vetiveria zizanoides root oil, lavandula angustifolia (lavender) oil, rosa damascena flower oil, salvia sclarea (clary) oil, hydrolyzed algin, aniba rosaeodora (rosewood) wood oil, cananga odorata flower oil, glyceryl stearate se, methyl lactate, peg-100 stearate, acrylates/c10-30 alkyl acrylate crosspolymer, tocopherol, sucrose, caprylic/capric triglyceride, ethylhexylglycerin, sodium hydroxide, tetrasodium glutamate diacetate, aminomethyl propanol, xanthan gum, linalool, geraniol, phenoxyethanol.",5200,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,puffiness
